,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
174,Phillip Danault,22,C,CHI,30,1,4,5,-3,6,1,0,0,1,4,0,0,48,2.1,385,12:51,17,33,163,206,44.2,-0.1
175,Phillip Danault,22,C,MTL,21,3,2,5,-2,8,3,0,0,0,2,0,0,24,12.5,265,12:38,11,12,84,66,56.0,0.4
176,Marko Dano,21,C,TOT,34,5,5,10,-7,10,5,0,0,0,4,1,0,54,9.3,417,12:15,15,62,2,4,33.3,0.7
177,Marko Dano,21,C,WPG,21,4,4,8,-7,8,4,0,0,0,3,1,0,39,10.3,291,13:50,8,47,1,1,50.0,0.6
178,Marko Dano,21,C,CHI,13,1,1,2,0,2,1,0,0,0,1,0,0,15,6.7,126,9:41,7,15,1,3,25.0,0.1
179,Pavel Datsyuk,37,C,DET,66,16,33,49,7,14,8,8,0,1,21,12,0,181,8.8,1297,19:39,33,70,599,517,53.7,5.6
180,Laurent Dauphin,20,C,ARI,8,1,0,1,0,4,1,0,0,0,0,0,0,7,14.3,91,11:19,7,6,32,41,43.8,0.1
181,Brandon Davidson,24,D,EDM,51,4,7,11,7,20,2,2,0,0,6,0,1,63,6.3,979,19:12,92,74,0,0,,3.4
182,Calvin de Haan,24,D,NYI,72,2,14,16,3,20,2,0,0,0,13,1,0,102,2.0,1486,20:38,198,128,0,1,0.0,3.6
183,Jacob de La Rose,20,LW,MTL,22,0,1,1,-6,6,0,0,0,0,1,0,0,20,0.0,274,12:26,19,39,67,63,51.5,-0.6
184,Chase De Leo,20,C,WPG,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,19,9:25,0,0,1,0,100.0,0.0
185,Danny DeKeyser,25,D,DET,78,8,12,20,2,44,8,0,0,3,12,0,0,72,11.1,1701,21:48,107,88,0,0,,5.2
186,Michael Del Zotto,25,D,PHI,52,4,9,13,-8,16,4,0,0,1,8,1,0,98,4.1,1217,23:25,104,140,0,0,,2.3
187,Dylan DeMelo,22,D,SJS,45,2,2,4,0,14,0,2,0,0,0,2,0,42,4.8,613,13:37,35,39,0,0,,1.2
188,Jason Demers,27,D,DAL,62,7,16,23,16,72,3,3,1,1,14,2,0,94,7.4,1294,20:52,73,86,0,0,,5.2
189,David Desharnais,29,C,MTL,65,11,18,29,-6,20,8,3,0,4,16,2,0,90,12.2,1040,16:00,25,31,391,412,48.7,2.5
190,Andrew Desjardins,29,LW,CHI,77,8,5,13,-8,30,8,0,0,1,5,0,0,96,8.3,1030,13:23,49,102,43,44,49.4,0.3
191,Nicolas Deslauriers,24,LW,BUF,70,6,6,12,-14,59,6,0,0,1,6,0,0,72,8.3,723,10:20,30,206,0,1,0.0,0.4
192,Simon Despres,24,D,ANA,32,0,4,4,2,8,0,0,0,0,3,1,0,32,0.0,628,19:38,71,67,0,0,,1.5
193,Phillip Di Giuseppe,22,LW,CAR,41,7,10,17,0,18,7,0,0,1,10,0,0,68,10.3,585,14:16,21,113,7,13,35.0,1.9
194,Jason Dickinson,20,C,DAL,1,1,0,1,1,0,1,0,0,0,0,0,0,2,50.0,12,11:55,1,0,1,6,14.3,0.2
195,Darren Dietz,22,D,MTL,13,1,4,5,-1,13,1,0,0,0,4,0,0,13,7.7,189,14:32,14,38,0,0,,0.8
196,Brenden Dillon,25,D,SJS,76,2,9,11,8,61,2,0,0,1,9,0,0,93,2.2,1268,16:41,89,154,0,0,,3.3
197,Shane Doan,39,RW,ARI,72,28,19,47,4,98,16,12,0,4,14,5,0,170,16.5,1267,17:36,15,115,74,69,51.7,6.5
198,Max Domi,20,LW,ARI,81,18,34,52,3,72,15,3,0,0,21,12,1,156,11.5,1326,16:22,25,34,20,35,36.4,5.8
199,Joonas Donskoi,23,RW,SJS,76,11,25,36,4,20,8,3,0,1,20,5,0,107,10.3,1076,14:09,46,31,2,1,66.7,3.7
200,Derek Dorsett,29,RW,VAN,71,5,11,16,-13,177,5,0,0,0,10,0,1,91,5.5,894,12:35,44,127,3,7,30.0,0.5
201,Drew Doughty,26,D,LAK,82,14,37,51,24,52,4,9,1,3,21,15,1,197,7.1,2297,28:01,105,125,0,0,,11.6
202,Nic Dowd,25,C,LAK,5,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,53,10:35,0,6,18,16,52.9,0.0
203,Steve Downie,28,RW,ARI,26,3,3,6,1,53,3,0,0,0,3,0,0,22,13.6,234,9:00,7,29,2,2,50.0,0.7
204,Leon Draisaitl,20,C,EDM,72,19,32,51,-2,20,14,5,0,2,28,4,0,133,14.3,1300,18:03,18,38,502,536,48.4,5.8
205,Jonathan Drouin,20,LW,TBL,21,4,6,10,1,4,4,0,0,1,4,2,0,25,16.0,303,14:27,2,18,9,10,47.4,1.2
206,Brandon Dubinsky,29,C,CBJ,75,17,31,48,-16,71,12,5,0,3,26,5,0,158,10.8,1407,18:46,40,235,780,704,52.6,4.3
207,Matt Duchene,25,C,COL,76,30,29,59,-8,24,22,8,0,6,22,7,0,200,15.0,1413,18:35,37,41,428,311,57.9,7.2
208,Anthony Duclair,20,LW,ARI,81,20,24,44,12,49,12,8,0,2,20,4,0,105,19.0,1164,14:22,27,27,0,1,0.0,5.8
209,Mathew Dumba,21,D,MIN,81,10,16,26,1,38,4,6,0,3,10,6,0,152,6.6,1364,16:50,56,83,0,0,,5.6
210,Brian Dumoulin,24,D,PIT,79,0,16,16,11,14,0,0,0,0,16,0,0,101,0.0,1492,18:53,68,77,1,0,100.0,3.7
211,Pascal Dupuis,36,RW,PIT,18,2,2,4,-1,12,2,0,0,0,2,0,0,28,7.1,272,15:06,12,35,2,1,66.7,0.1
212,Ryan Dzingel,23,LW,OTT,30,3,6,9,4,11,3,0,0,0,6,0,0,23,13.0,324,10:48,4,54,2,2,50.0,0.9
213,David Dziurzynski,26,LW,OTT,14,1,3,4,-4,9,1,0,0,0,3,0,0,14,7.1,141,10:05,7,55,3,4,42.9,0.1
214,Cody Eakin,24,C,DAL,82,16,19,35,3,42,11,2,3,1,16,2,1,132,12.1,1342,16:22,47,98,567,621,47.7,3.4
215,Patrick Eaves,31,RW,DAL,54,11,6,17,-5,27,6,5,0,2,4,2,0,86,12.8,700,12:58,20,70,3,8,27.3,1.7
216,Jordan Eberle,25,RW,EDM,69,25,22,47,-12,14,18,7,0,4,18,4,0,173,14.5,1232,17:51,23,28,5,3,62.5,5.7
217,Alexander Edler,29,D,VAN,52,6,14,20,-8,46,3,3,0,0,8,6,0,111,5.4,1272,24:27,106,84,0,0,,3.8
218,Joel Edmundson,22,D,STL,67,1,8,9,0,63,1,0,0,0,8,0,0,90,1.1,1000,14:56,62,165,0,0,,2.2
219,Nikolaj Ehlers,19,RW,WPG,72,15,23,38,3,21,11,4,0,0,16,7,0,167,9.0,1159,16:06,25,29,0,2,0.0,4.1
220,Christian Ehrhoff,33,D,TOT,48,2,10,12,-11,34,2,0,0,0,2,8,0,80,2.5,743,15:29,35,39,0,0,,1.3
221,Christian Ehrhoff,33,D,LAK,40,2,8,10,-10,32,2,0,0,0,1,7,0,61,3.3,607,15:10,28,34,0,0,,1.1
222,Christian Ehrhoff,33,D,CHI,8,0,2,2,-1,2,0,0,0,0,1,1,0,19,0.0,136,17:03,7,5,0,0,,0.3
223,Jack Eichel,19,C,BUF,81,24,32,56,-16,22,16,8,0,5,19,13,0,238,10.1,1549,19:07,25,43,402,578,41.0,6.3
224,Aaron Ekblad,19,D,FLA,78,15,21,36,18,41,12,3,0,4,15,6,0,182,8.2,1691,21:41,59,87,0,0,,8.2
225,Mattias Ekholm,25,D,NSH,82,8,27,35,14,44,6,1,1,3,22,4,1,114,7.0,1660,20:15,106,67,0,0,,7.8
226,Oliver Ekman-Larsson,24,D,ARI,75,21,34,55,-6,96,9,12,0,8,19,15,0,228,9.2,1858,24:46,67,154,0,0,,9.5
227,Patrik Elias,39,C,NJD,16,2,6,8,5,10,2,0,0,0,4,2,0,21,9.5,247,15:26,1,10,9,19,32.1,1.0
228,Lars Eller,26,C,MTL,79,13,13,26,-13,28,11,1,1,2,13,0,0,149,8.7,1205,15:15,36,111,207,202,50.6,1.8
229,Stefan Elliott,25,D,TOT,21,2,4,6,-3,4,2,0,0,0,4,0,0,37,5.4,298,14:10,18,12,0,0,,0.9
230,Stefan Elliott,25,D,ARI,19,2,4,6,-2,4,2,0,0,0,4,0,0,35,5.7,270,14:14,16,10,0,0,,0.9
231,Stefan Elliott,25,D,NSH,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,27,13:31,2,2,0,0,,-0.1
232,Morgan Ellis,23,D,MTL,3,0,0,0,0,2,0,0,0,0,0,0,0,3,0.0,27,8:57,2,1,0,0,,0.0
233,Ryan Ellis,25,D,NSH,79,10,22,32,13,35,6,3,1,2,18,4,0,152,6.6,1651,20:54,100,61,0,0,,7.6
234,Turner Elson,23,LW,CGY,1,0,1,1,1,0,0,0,0,0,1,0,0,0,,15,14:54,0,2,0,0,,0.1
235,Alexei Emelin,29,D,MTL,72,0,12,12,-7,71,0,0,0,0,12,0,0,71,0.0,1476,20:30,113,256,0,0,,2.1
236,Deryk Engelland,33,D,CGY,69,3,9,12,7,54,3,0,0,0,8,0,1,71,4.2,1051,15:14,107,105,0,0,,2.8
237,Tyler Ennis,26,C,BUF,23,3,8,11,-9,11,1,2,0,0,6,2,0,57,5.3,416,18:04,8,30,2,0,100.0,0.6
238,Toby Enstrom,31,D,WPG,72,2,14,16,8,44,2,0,0,0,13,1,0,50,4.0,1502,20:51,96,25,0,0,,3.6
239,Jonathan Ericsson,31,D,DET,71,3,12,15,2,56,3,0,0,0,12,0,0,68,4.4,1316,18:32,48,121,0,0,,3.7
240,Loui Eriksson,30,RW,BOS,82,30,33,63,13,12,18,10,2,5,25,7,1,184,16.3,1598,19:29,34,22,12,9,57.1,8.2
241,Emerson Etem,23,RW,TOT,58,7,8,15,-12,11,7,0,0,1,8,0,0,100,7.0,763,13:09,43,87,2,2,50.0,0.7
242,Emerson Etem,23,RW,VAN,39,7,5,12,-8,9,7,0,0,1,5,0,0,77,9.1,552,14:10,36,61,1,1,50.0,1.0
243,Emerson Etem,23,RW,NYR,19,0,3,3,-4,2,0,0,0,0,3,0,0,23,0.0,210,11:05,7,26,1,1,50.0,-0.2
244,Dennis Everberg,24,RW,COL,15,0,0,0,-5,0,0,0,0,0,0,0,0,9,0.0,134,8:57,12,11,0,0,,-0.4
245,Robby Fabbri,20,C,STL,72,18,19,37,-2,25,16,2,0,3,13,6,0,114,15.8,959,13:19,9,51,6,9,40.0,4.6
246,Radek Faksa,22,C,DAL,45,5,7,12,9,16,5,0,0,1,6,1,0,67,7.5,556,12:21,33,48,197,204,49.1,1.3
247,Justin Falk,27,D,CBJ,24,0,4,4,2,17,0,0,0,0,4,0,0,16,0.0,341,14:14,38,37,0,0,,0.9
248,Bobby Farnham,27,RW,TOT,53,8,2,10,-2,97,8,0,0,0,2,0,0,50,16.0,494,9:19,19,93,2,2,50.0,1.3
249,Bobby Farnham,27,RW,NJD,50,8,2,10,-2,92,8,0,0,0,2,0,0,48,16.7,474,9:28,19,83,2,2,50.0,1.4
250,Bobby Farnham,27,RW,PIT,3,0,0,0,0,5,0,0,0,0,0,0,0,2,0.0,20,6:41,0,10,0,0,,0.0
251,Hudson Fasching,20,RW,BUF,7,1,1,2,2,4,1,0,0,0,1,0,0,9,11.1,81,11:31,1,8,0,0,,0.3
252,Jesper Fast,24,RW,NYR,79,10,20,30,9,18,10,0,0,3,20,0,0,75,13.3,1180,14:56,55,109,1,5,16.7,2.7
253,Justin Faulk,23,D,CAR,64,16,21,37,-22,27,4,12,0,4,16,5,0,184,8.7,1539,24:03,65,109,0,1,0.0,6.4
254,Mark Fayne,28,D,EDM,69,2,5,7,-6,18,2,0,0,0,4,0,1,61,3.3,1153,16:43,100,53,0,0,,1.8
255,Taylor Fedun,27,D,VAN,1,0,1,1,1,0,0,0,0,0,1,0,0,0,,19,18:48,3,3,0,0,,0.2
256,Eric Fehr,30,C,PIT,55,8,6,14,0,19,4,0,4,2,5,1,0,74,10.8,718,13:03,45,60,107,135,44.2,1.2
257,Andrew Ference,36,D,EDM,6,0,0,0,-4,6,0,0,0,0,0,0,0,4,0.0,78,13:04,5,10,0,0,,-0.3
258,Micheal Ferland,23,LW,CGY,71,4,14,18,-15,45,3,1,0,0,13,1,0,122,3.3,896,12:37,22,207,7,5,58.3,0.2
259,Landon Ferraro,24,C,TOT,68,5,5,10,-11,27,5,0,0,1,5,0,0,77,6.5,722,10:37,29,101,29,57,33.7,0.0
260,Landon Ferraro,24,C,BOS,58,5,5,10,-8,20,5,0,0,1,5,0,0,65,7.7,626,10:48,24,79,28,54,34.1,0.2
261,Landon Ferraro,24,C,DET,10,0,0,0,-3,7,0,0,0,0,0,0,0,12,0.0,96,9:33,5,22,1,3,25.0,-0.3
262,Kevin Fiala,19,LW,NSH,5,1,0,1,0,0,1,0,0,0,0,0,0,11,9.1,66,13:09,2,2,0,0,,0.1
263,Vernon Fiddler,35,C,DAL,82,12,10,22,5,31,9,1,2,0,7,1,2,98,12.2,954,11:38,39,42,455,442,50.7,2.3
264,Valtteri Filppula,31,C,TBL,76,8,23,31,-6,46,6,1,1,2,16,7,0,101,7.9,1388,18:15,25,30,632,584,52.0,2.0
265,Mike Fisher,35,C,NSH,70,13,10,23,-14,29,10,3,0,2,7,2,1,98,13.3,1201,17:10,74,142,668,582,53.4,1.5
266,Tomas Fleischmann,31,LW,TOT,76,14,11,25,-8,32,13,0,1,3,10,1,0,123,11.4,1156,15:13,19,40,24,19,55.8,2.1
267,Tomas Fleischmann,31,LW,MTL,57,10,10,20,-1,28,9,0,1,3,9,1,0,100,10.0,887,15:33,16,30,12,14,46.2,1.8
268,Tomas Fleischmann,31,LW,CHI,19,4,1,5,-7,4,4,0,0,0,1,0,0,23,17.4,270,14:11,3,10,12,5,70.6,0.3
269,Brian Flynn,27,C,MTL,56,4,6,10,-3,6,3,0,1,0,5,0,1,73,5.5,657,11:44,33,23,200,146,57.8,0.3
270,Marcus Foligno,24,LW,BUF,75,10,13,23,4,79,8,0,2,2,11,2,0,81,12.3,989,13:11,44,193,1,3,25.0,2.5
271,Nick Foligno,28,LW,CBJ,72,12,25,37,-14,53,12,0,0,2,12,13,0,149,8.1,1216,16:54,46,152,83,93,47.2,2.9
272,Christian Folin,24,D,MIN,26,0,4,4,-1,11,0,0,0,0,4,0,0,14,0.0,379,14:35,30,38,0,0,,0.8
273,Justin Fontaine,28,RW,MIN,60,5,11,16,3,20,5,0,0,1,10,0,1,54,9.3,711,11:51,24,9,1,3,25.0,1.4
274,Derek Forbort,23,D,LAK,14,1,1,2,-1,17,1,0,0,0,1,0,0,14,7.1,155,11:03,7,9,0,0,,0.4
275,Filip Forsberg,21,LW,NSH,82,33,31,64,1,47,24,8,1,3,16,15,0,247,13.4,1562,19:03,41,114,2,7,22.2,8.5
276,Cam Fowler,24,D,ANA,69,5,23,28,-8,27,2,3,0,0,9,14,0,113,4.4,1572,22:47,112,43,0,0,,5.2
277,Cody Franson,28,D,BUF,59,4,13,17,-5,26,3,1,0,1,7,6,0,92,4.3,993,16:50,56,61,0,0,,3.3
278,Johan Franzen,36,RW,DET,2,0,1,1,0,2,0,0,0,0,0,1,0,3,0.0,26,12:57,0,3,0,1,0.0,0.1
279,Max Friberg,23,LW,ANA,5,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,44,8:50,2,7,0,0,,-0.1
280,Alex Friesen,25,C,VAN,1,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,12,11:43,0,1,0,1,0.0,-0.1
281,Byron Froese,24,C,TOR,56,2,3,5,-11,16,2,0,0,0,3,0,0,64,3.1,707,12:38,23,51,310,332,48.3,-0.8
282,Michael Frolik,27,RW,CGY,64,15,17,32,1,24,13,0,2,4,14,1,2,155,9.7,1012,15:49,44,49,5,5,50.0,3.4
283,Marian Gaborik,33,RW,LAK,54,12,10,22,-6,20,11,1,0,3,7,3,0,142,8.5,807,14:57,17,29,1,2,33.3,2.2
284,Kurtis Gabriel,22,RW,MIN,3,0,0,0,1,10,0,0,0,0,0,0,0,1,0.0,13,4:30,0,4,0,0,,0.0
285,Sam Gagner,26,C,PHI,53,8,8,16,4,25,6,2,0,2,7,1,0,86,9.3,735,13:52,15,17,34,63,35.1,1.6
286,Alex Galchenyuk,21,C,MTL,82,30,26,56,-8,20,21,9,0,4,19,7,0,201,14.9,1333,16:16,36,62,359,390,47.9,7.0
287,Stanislav Galiev,24,RW,WSH,24,0,3,3,2,4,0,0,0,0,3,0,0,30,0.0,219,9:07,4,14,0,0,,0.0
288,Brendan Gallagher,23,RW,MTL,53,19,21,40,13,24,12,7,0,0,18,3,0,173,11.0,879,16:35,25,43,12,17,41.4,5.6
289,Ryan Garbutt,30,C,TOT,80,7,7,14,-11,48,6,0,1,3,7,0,0,135,5.2,867,10:50,28,165,1,7,12.5,0.5
290,Ryan Garbutt,30,C,CHI,43,2,4,6,-7,27,2,0,0,1,4,0,0,83,2.4,444,10:20,10,94,0,2,0.0,-0.2
291,Ryan Garbutt,30,C,ANA,37,5,3,8,-4,21,4,0,1,2,3,0,0,52,9.6,423,11:26,18,71,1,5,16.7,0.7
292,Jake Gardiner,25,D,TOR,79,7,24,31,-15,32,6,1,0,2,12,11,1,122,5.7,1629,20:37,67,87,2,0,100.0,4.7
293,Jason Garrison,31,D,TBL,72,5,6,11,-4,18,5,0,0,1,6,0,0,99,5.1,1329,18:28,105,88,0,0,,2.8
294,Tyler Gaudet,22,C,ARI,14,1,2,3,-2,0,1,0,0,0,2,0,0,6,16.7,148,10:36,4,23,43,49,46.7,0.1
295,Johnny Gaudreau,22,LW,CGY,79,30,48,78,4,20,24,6,0,6,33,15,0,217,13.8,1575,19:56,10,26,2,3,40.0,9.2
296,Brendan Gaunce,21,C,VAN,20,1,0,1,-9,2,1,0,0,0,0,0,0,34,2.9,255,12:46,3,34,49,58,45.8,-0.5
297,Paul Gaustad,33,C,NSH,63,2,4,6,-4,46,1,0,1,0,3,0,1,46,4.3,708,11:15,33,114,427,345,55.3,-0.4
298,Frederik Gauthier,20,C,TOR,7,0,1,1,-5,0,0,0,0,0,0,0,1,3,0.0,97,13:51,7,10,52,58,47.3,-0.3
299,Luke Gazdic,26,LW,EDM,29,1,0,1,-6,24,1,0,0,0,0,0,0,18,5.6,180,6:12,9,35,0,1,0.0,-0.3
300,Eric Gelinas,24,D,TOT,40,1,5,6,-6,16,0,1,0,0,2,3,0,55,1.8,553,13:50,23,61,0,0,,1.2
301,Eric Gelinas,24,D,NJD,34,1,5,6,-8,16,0,1,0,0,2,3,0,45,2.2,477,14:02,20,51,0,0,,0.9
302,Eric Gelinas,24,D,COL,6,0,0,0,2,0,0,0,0,0,0,0,0,10,0.0,76,12:42,3,10,0,0,,0.2
303,Nathan Gerbe,28,LW,CAR,47,3,4,7,-15,14,3,0,0,0,3,1,0,73,4.1,633,13:28,10,54,2,3,40.0,-0.4
304,Ryan Getzlaf,30,C,ANA,77,13,50,63,14,55,7,6,0,5,33,16,1,178,7.3,1502,19:30,61,108,602,617,49.4,7.0
305,Tom Gilbert,33,D,MTL,45,1,1,2,3,12,1,0,0,0,0,0,1,36,2.8,759,16:52,88,29,0,0,,1.3
306,Brian Gionta,37,RW,BUF,79,12,21,33,-5,12,11,1,0,2,16,5,0,169,7.1,1401,17:44,36,46,54,66,45.0,2.9
307,Stephen Gionta,32,C,NJD,82,1,10,11,-13,43,1,0,0,0,10,0,0,62,1.6,1001,12:13,36,113,291,400,42.1,-0.5
308,Mark Giordano,32,D,CGY,82,21,35,56,-5,54,11,9,1,2,23,10,2,212,9.9,2032,24:47,193,65,0,0,,9.2
309,Dan Girardi,31,D,NYR,74,2,15,17,18,20,2,0,0,1,14,0,1,77,2.6,1504,20:19,195,168,0,0,,4.3
310,Zemgus Girgensons,22,C,BUF,71,7,11,18,0,20,6,1,0,1,9,1,1,110,6.4,1068,15:02,41,125,153,182,45.7,1.3
311,Claude Giroux,28,C,PHI,78,22,45,67,-8,53,15,6,1,5,23,21,1,241,9.1,1603,20:33,36,83,1083,798,57.6,6.9
312,Tanner Glass,32,LW,NYR,57,4,3,7,-3,66,4,0,0,0,3,0,0,49,8.2,586,10:17,18,224,6,14,30.0,0.0
313,Luke Glendening,26,C,DET,81,8,13,21,4,46,8,0,0,3,13,0,0,88,9.1,1181,14:35,71,143,614,511,54.6,1.5
314,Nikolay Goldobin,20,LW,SJS,9,1,1,2,1,0,1,0,0,0,1,0,0,7,14.3,101,11:11,1,0,0,0,,0.2
315,Alex Goligoski,30,D,DAL,82,5,32,37,21,34,4,1,0,1,27,4,1,127,3.9,1954,23:50,159,100,0,0,,7.2
316,Cody Goloubef,26,D,CBJ,43,1,7,8,-3,20,1,0,0,0,7,0,0,40,2.5,650,15:08,48,31,0,0,,1.3
317,Scott Gomez,36,C,TOT,34,1,8,9,-7,6,1,0,0,1,4,4,0,20,5.0,385,11:20,10,3,125,152,45.1,0.2
318,Scott Gomez,36,C,STL,21,1,7,8,-4,4,1,0,0,1,3,4,0,10,10.0,236,11:15,6,1,70,89,44.0,0.5
319,Scott Gomez,36,C,OTT,13,0,1,1,-3,2,0,0,0,0,1,0,0,10,0.0,149,11:28,4,2,55,63,46.6,-0.3
320,Barclay Goodrow,22,RW,SJS,14,0,3,3,1,16,0,0,0,0,2,0,1,7,0.0,144,10:16,4,8,4,2,66.7,0.2
321,Boyd Gordon,32,C,ARI,65,2,2,4,-7,10,1,0,1,0,2,0,0,53,3.8,793,12:12,51,21,525,383,57.8,-1.0
322,Josh Gorges,31,D,BUF,77,2,10,12,-7,72,2,0,0,0,10,0,0,57,3.5,1576,20:28,167,143,0,0,,3.1
323,Brandon Gormley,23,D,COL,26,0,1,1,-3,8,0,0,0,0,1,0,0,11,0.0,317,12:11,19,18,0,0,,0.2
324,Shayne Gostisbehere,22,D,PHI,64,17,29,46,8,24,9,8,0,5,15,14,0,152,11.2,1286,20:05,59,27,1,0,100.0,8.9
325,Yanni Gourde,24,C,TBL,2,0,1,1,1,2,0,0,0,0,1,0,0,0,,15,7:19,1,2,0,0,,0.1
326,Michael Grabner,28,RW,TOR,80,9,9,18,-4,12,8,0,1,2,9,0,0,116,7.8,1158,14:28,55,41,3,10,23.1,1.0
327,Mikhail Grabovski,32,C,NYI,58,9,16,25,3,33,8,1,0,2,14,2,0,83,10.8,818,14:06,26,28,221,242,47.7,2.6
328,Marc-Andre Gragnani,28,D,NJD,4,0,0,0,-2,2,0,0,0,0,0,0,0,0,,57,14:22,1,1,0,0,,-0.1
329,Petter Granberg,23,D,NSH,27,0,2,2,1,13,0,0,0,0,2,0,0,12,0.0,370,13:43,26,48,0,0,,0.7
330,Markus Granlund,22,C,TOT,47,6,4,10,-4,14,5,0,1,1,3,0,1,56,10.7,648,13:47,23,31,202,270,42.8,0.5
331,Markus Granlund,22,C,CGY,31,4,3,7,-1,8,3,0,1,0,2,0,1,37,10.8,402,12:58,15,21,126,156,44.7,0.4
332,Markus Granlund,22,C,VAN,16,2,1,3,-3,6,2,0,0,1,1,0,0,19,10.5,246,15:23,8,10,76,114,40.0,0.1
333,Mikael Granlund,23,C,MIN,82,13,31,44,-12,20,10,2,1,3,22,9,0,160,8.1,1486,18:07,56,86,528,556,48.7,3.6
334,Alex Grant,27,D,ARI,5,0,0,0,-2,7,0,0,0,0,0,0,0,4,0.0,66,13:14,2,7,0,0,,-0.1
335,Derek Grant,25,C,CGY,15,0,1,1,-7,2,0,0,0,0,1,0,0,22,0.0,163,10:53,11,25,61,50,55.0,-0.5
336,Tyler Graovac,22,C,MIN,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,23,11:37,0,1,13,6,68.4,-0.1
337,Kevin Gravel,23,D,LAK,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,58,11:41,4,4,0,0,,0.1
338,Mike Green,30,D,DET,74,7,28,35,-6,38,2,5,0,0,13,15,0,124,5.6,1463,19:46,71,106,0,2,0.0,5.9
339,Andy Greene,33,D,NJD,82,4,9,13,7,26,3,1,0,0,8,1,0,63,6.3,1882,22:57,154,73,0,0,,5.7
340,Matt Greene,32,D,LAK,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0.0,35,11:45,1,5,0,0,,0.0
341,Colin Greening,29,LW,TOT,31,7,8,15,-2,13,6,1,0,0,7,1,0,58,12.1,437,14:06,10,90,13,8,61.9,1.7
342,Colin Greening,29,LW,TOR,30,7,8,15,-2,13,6,1,0,0,7,1,0,56,12.5,433,14:26,10,87,13,8,61.9,1.7
343,Colin Greening,29,LW,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,4,4:00,0,3,0,0,,0.0
344,Alexandre Grenier,24,RW,VAN,6,0,0,0,-4,2,0,0,0,0,0,0,0,9,0.0,69,11:29,3,5,1,1,50.0,-0.3
345,Seth Griffith,23,C,BOS,4,0,1,1,-4,4,0,0,0,0,0,1,0,2,0.0,40,9:58,0,4,0,0,,-0.1
346,Mikhail Grigorenko,21,C,COL,74,6,21,27,2,8,5,1,0,0,18,3,0,84,7.1,982,13:16,39,23,150,199,43.0,2.2
